0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
6,3,1,
74,36,17,
59,30,14,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
29,14,7,
152,76,35,
132,66,30,
117,58,26,
59,30,14,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
41,21,10,
219,111,51,
230,117,54,
133,66,31,
126,65,29,
117,58,26,
6,4,2,
0,0,0,
0,0,0,
0,0,0,
98,49,22,
192,97,45,
145,74,34,
124,63,28,
52,27,12,
152,76,35,
93,46,22,
104,53,23,
0,0,0,
13,7,3,
178,90,41,
230,117,54,
152,76,35,
175,88,41,
80,41,18,
121,61,28,
0,0,0,
42,21,10,
111,55,25,
37,18,9,
0,0,0,
13,7,3,
34,16,8,
104,53,25,
151,76,36,
114,57,27,
172,86,40,
112,56,27,
79,39,18,
114,57,27,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
42,22,9,
176,89,41,
217,110,50,
141,72,32,
133,66,31,
155,78,36,
11,6,3,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
6,4,2,
150,75,34,
105,54,24,
99,51,23,
74,36,17,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
3,1,1,
68,34,16,
50,24,12,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0
