0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
17,46,59,
3,6,9,
50,130,162,
3,9,11,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
40,103,128,
72,184,229,
11,26,34,
17,45,57,
0,1,1,
36,95,118,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
21,51,64,
75,192,239,
19,48,60,
0,0,0,
0,0,0,
0,0,0,
2,5,6,
4,8,11,
11,29,37,
0,0,0,
0,0,0,
48,123,153,
57,148,183,
16,39,50,
60,153,190,
0,0,0,
40,105,130,
48,124,154,
34,89,111,
25,67,85,
0,0,0,
0,0,0,
57,148,183,
46,120,150,
28,74,92,
65,166,206,
0,0,0,
70,179,223,
13,34,43,
14,34,42,
30,76,94,
0,0,0,
0,0,0,
49,124,154,
61,155,193,
15,39,48,
75,191,238,
12,31,39,
39,100,123,
59,150,188,
5,13,17,
33,84,104,
0,0,0,
0,0,0,
19,48,59,
76,194,241,
25,63,78,
43,108,135,
67,171,213,
29,74,93,
24,61,76,
47,120,148,
19,50,63,
0,0,0,
0,0,0,
0,0,0,
38,95,119,
73,188,234,
38,96,120,
30,79,98,
44,111,137,
55,142,176,
35,89,111,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
18,46,56,
46,118,147,
57,148,183,
48,124,154,
19,49,62,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0
