0,0,0,
0,0,0,
1,1,1,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
1,1,1,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
14,20,21,
66,89,95,
17,23,24,
0,0,0,
18,24,25,
67,90,96,
14,19,20,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
17,23,24,
110,149,158,
85,114,121,
26,35,37,
86,115,122,
110,148,157,
16,22,24,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
9,12,13,
72,98,104,
80,108,114,
29,40,42,
80,108,114,
71,96,102,
8,11,12,
0,0,0,
0,0,0,
1,2,2,
26,35,37,
61,82,87,
27,36,39,
64,86,91,
85,114,121,
66,89,95,
28,37,40,
61,83,88,
26,36,38,
2,3,3,
29,40,42,
112,151,160,
94,126,134,
79,106,113,
81,109,116,
108,146,154,
87,118,125,
80,108,114,
93,125,133,
112,151,160,
29,40,42,
2,3,3,
26,36,38,
61,83,88,
27,36,39,
64,86,91,
86,115,122,
67,91,97,
28,37,40,
61,82,87,
26,35,37,
1,2,2,
0,0,0,
0,0,0,
8,11,12,
71,96,102,
80,108,114,
29,40,42,
80,108,114,
72,98,104,
9,12,13,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
16,22,24,
110,148,157,
86,115,122,
26,35,37,
85,114,121,
110,149,158,
17,23,24,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
14,19,20,
67,90,96,
18,24,25,
0,0,0,
17,23,24,
66,89,95,
14,20,21,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
1,1,1,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
1,1,1,
0,0,0,
0,0,0
